n1;n2;s1;s2;year;kind
Slowenien;Bosnien-Herzegowina;0;3;2013;others
Norwegen;Ukraine;0;2;2013;others
Saudi-Arabien;China;2;1;2013;others
Israel;Finnland;2;1;2013;others
Albanien;Georgien;1;2;2013;others
Spanien;Uruguay;3;1;2013;others
Tuerkei;Tschechien;0;2;2013;others
Malta;Nordirland;0;0;2013;others
Mazedonien;Daenemark;3;0;2013;others
England;Brasilien;2;1;2013;others
Island;Russland;0;2;2013;others
Schweden;Argentinien;2;3;2013;others
Griechenland;Schweiz;0;0;2013;others
Irland;Polen;2;0;2013;others
Schottland;Estland;1;0;2013;others
Wales;Oesterreich;2;1;2013;others
Belgien;Slowakei;2;1;2013;others
Rumaenien;Australien;3;2;2013;others
Frankreich;Deutschland;1;2;2013;others
Portugal;Ecuador;2;3;2013;others
Italien;Brasilien;2;2;2013;others
Japan;Kanada;2;1;2013;others
Kanada;Weissrussland;0;2;2013;others
Brasilien;Russland;1;1;2013;others
Luxemburg;Finnland;0;3;2013;others
Albanien;Litauen;4;1;2013;others
Slowakei;Schweden;0;0;2013;others
Peru;Mexiko;0;0;2013;others
Brasilien;Chile;2;2;2013;others
Katar;Lettland;3;1;2013;others
Tuerkei;Lettland;3;3;2013;others
Kanada;Costa Rica;0;1;2013;others
Katar;Aserbaidschan;1;1;2013;others
Ecuador;Deutschland;2;4;2013;others
England;Irland;1;1;2013;others
USA;Belgien;2;4;2013;others
Japan;Bulgarien;0;2;2013;others
Tuerkei;Slowenien;0;2;2013;others
Italien;San Marino;4;0;2013;others
Mexiko;Nigeria;2;2;2013;others
Irland;Georgien;4;0;2013;others
Ukraine;Kamerun;0;0;2013;others
USA;Deutschland;4;3;2013;others
Brasilien;England;2;2;2013;others
Honduras;Israel;0;2;2013;others
Estland;Weissrussland;0;2;2013;others
Schweden;Mazedonien;1;0;2013;others
Kasachstan;Bulgarien;1;2;2013;others
Rumaenien;Trinidad und Tobago;4;0;2013;others
Polen;Liechtenstein;2;0;2013;others
Daenemark;Georgien;2;1;2013;others
Uruguay;Frankreich;1;0;2013;others
Ungarn;Kuwait;1;0;2013;others
Estland;Trinidad und Tobago;1;0;2013;others
Spanien;Haiti;2;1;2013;others
Brasilien;Frankreich;3;0;2013;others
China;Niederlande;0;2;2013;others
Estland;Kirgisistan;1;1;2013;others
Norwegen;Mazedonien;2;0;2013;others
Spanien;Irland;2;0;2013;others
Kasachstan;Syria;1;1;2012;others
Russland;Serbien;1;0;2012;others
Aserbaidschan;Mazedonien;0;1;2012;others
Litauen;Armenien;3;0;2012;others
Lettland;Finnland;0;2;2012;others
Zypern;Moldawien;3;2;2012;others
Weissrussland;Bulgarien;1;0;2012;others
Elfenbeinkueste;Israel;4;3;2012;others
Ungarn;Island;4;0;2012;others
Norwegen;Tschechien;3;0;2012;others
Albanien;Montenegro;3;2;2012;others
Liechtenstein;Schweiz;1;2;2012;others
Malta;Central African Republic;2;1;2012;others
Oesterreich;Slowakei;1;2;2012;others
Polen;Georgien;1;0;2012;others
San Marino;Rumaenien;0;1;2012;others
Slowenien;Belgien;0;0;2012;others
Wales;Australien;1;2;2012;others
Italien;Spanien;2;1;2012;others
Schottland;Daenemark;2;1;2012;others
Deutschland;Brasilien;3;2;2012;others
Irland;Kroatien;0;0;2012;others
Portugal;Luxemburg;5;0;2012;others
Ukraine;Uruguay;2;3;2012;others
Polen;Mexiko;1;1;2012;others
Spanien;Chile;3;2;2012;others
Tschechien;Ukraine;4;0;2012;others
Belgien;USA;1;0;2012;others
Polen;Deutschland;2;2;2012;others
Suedkorea;Polen;2;2;2012;others
Ukraine;Bulgarien;3;0;2012;others
USA;Honduras;1;0;2012;others
Estland;Ukraine;0;2;2012;others
Polen;Weissrussland;2;0;2012;others
USA;Ecuador;0;1;2012;others
Georgien;Moldawien;2;0;2012;others
Albanien;Aserbaidschan;0;1;2012;others
Ungarn;Liechtenstein;5;0;2012;others
Zypern;Schottland;1;2;2012;others
Griechenland;Russland;1;1;2012;others
Niederlande;Schweiz;0;0;2012;others
Polen;Italien;0;2;2012;others
Ukraine;Deutschland;3;3;2012;others
Belgien;Rumaenien;2;1;2012;others
Frankreich;USA;1;0;2012;others
Mexiko;Serbien;2;0;2012;others
Wales;Norwegen;4;1;2012;others
England;Spanien;1;0;2012;others
Honduras;Serbien;2;0;2012;others
Mazedonien;Albanien;0;0;2012;others
Weissrussland;Libyen;1;1;2012;others
Slowenien;USA;2;3;2012;others
Ukraine;Oesterreich;2;1;2012;others
Luxemburg;Schweiz;0;1;2012;others
Daenemark;Finnland;2;1;2012;others
Polen;Ungarn;2;1;2012;others
Griechenland;Rumaenien;1;3;2012;others
Deutschland;Niederlande;3;0;2012;others
England;Schweden;1;0;2012;others
Frankreich;Belgien;0;0;2012;others
Costa Rica;Spanien;2;2;2012;others
USA;Venezuela;1;0;2012;others
Panama;USA;0;1;2012;others
Mexiko;Venezuela;3;1;2012;others
Bosnien-Herzegowina;Brasilien;1;2;2012;others
Georgien;Albanien;2;1;2012;others
Israel;Ukraine;2;3;2012;others
Armenien;Kanada;3;1;2012;others
Rumaenien;Uruguay;1;1;2012;others
Tuerkei;Slowakei;1;2;2012;others
Daenemark;Russland;0;2;2012;others
Oesterreich;Finnland;3;1;2012;others
Kroatien;Schweden;1;3;2012;others
Griechenland;Belgien;1;1;2012;others
Schweiz;Argentinien;1;3;2012;others
Slowenien;Schottland;1;1;2012;others
Nordirland;Norwegen;0;3;2012;others
Wales;Costa Rica;0;1;2012;others
Irland;Tschechien;1;1;2012;others
Italien;USA;0;1;2012;others
Deutschland;Frankreich;1;2;2012;others
Polen;Portugal;0;0;2012;others
England;Niederlande;2;3;2012;others
Spanien;Venezuela;5;0;2012;others
Mexiko;Kolumbien;0;2;2012;others
Polen;Lettland;1;0;2012;others
Georgien;Tuerkei;1;3;2012;others
Russland;Uruguay;1;1;2012;others
Kroatien;Estland;3;1;2012;others
Belgien;Montenegro;2;2;2012;others
Daenemark;Brasilien;1;3;2012;others
Irland;Bosnien-Herzegowina;1;0;2012;others
Polen;Slowakei;1;0;2012;others
Schweiz;Deutschland;5;3;2012;others
Spanien;Serbien;2;0;2012;others
Portugal;Mazedonien;0;0;2012;others
Niederlande;Bulgarien;1;2;2012;others
Finnland;Tuerkei;3;2;2012;others
Tschechien;Israel;2;1;2012;others
Griechenland;Slowenien;1;1;2012;others
Norwegen;England;0;1;2012;others
USA;Schottland;5;1;2012;others
Albanien;Iran;1;0;2012;others
Frankreich;Island;3;2;2012;others
Mexiko;Wales;2;0;2012;others
Ukraine;Estland;4;0;2012;others
Litauen;Russland;0;0;2012;others
Bulgarien;Tuerkei;0;2;2012;others
Spanien;Suedkorea;4;1;2012;others
Schweden;Island;3;2;2012;others
Schweiz;Rumaenien;0;1;2012;others
Niederlande;Slowakei;2;0;2012;others
Deutschland;Israel;2;0;2012;others
Armenien;Griechenland;0;1;2012;others
Frankreich;Serbien;2;0;2012;others
Mexiko;Bosnien-Herzegowina;2;1;2012;others
Tschechien;Ungarn;1;2;2012;others
Oesterreich;Ukraine;3;2;2012;others
Italien;Russland;0;3;2012;others
Daenemark;Australien;2;0;2012;others
Polen;Andorra;4;0;2012;others
England;Belgien;1;0;2012;others
Norwegen;Kroatien;1;1;2012;others
Niederlande;Nordirland;6;0;2012;others
Portugal;Tuerkei;1;3;2012;others
Brasilien;Mexiko;0;2;2012;others
Spanien;China;1;0;2012;others
Kanada;USA;0;0;2012;others
Ungarn;Irland;0;0;2012;others
Ukraine;Tuerkei;0;2;2012;others
Oesterreich;Rumaenien;0;0;2012;others
Frankreich;Estland;4;0;2012;others
